video_id,top_1,top_2,top_3
ACCEDE09454.mp4,14451.mp3,14443.mp3,14440.mp3
ACCEDE09332.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09326.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09440.mp4,14451.mp3,14443.mp3,14440.mp3
ACCEDE09497.mp4,15041.mp3,14380.mp3,14374.mp3
ACCEDE09483.mp4,14692.mp3,15017.mp3,15015.mp3
ACCEDE09656.mp4,14396.mp3,14397.mp3,14869.mp3
ACCEDE09642.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09695.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09681.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09722.mp4,14861.mp3,14862.mp3,14859.mp3
ACCEDE09736.mp4,14710.mp3,14711.mp3,14713.mp3
ACCEDE09508.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09520.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09246.mp4,14451.mp3,14443.mp3,14440.mp3
ACCEDE09252.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09534.mp4,14608.mp3,14481.mp3,14840.mp3
ACCEDE09285.mp4,15041.mp3,15042.mp3,15043.mp3
ACCEDE09291.mp4,14937.mp3,14938.mp3,14940.mp3
ACCEDE09288.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09539.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09511.mp4,14692.mp3,15017.mp3,15015.mp3
ACCEDE09277.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09263.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09505.mp4,14692.mp3,14693.mp3,15017.mp3
ACCEDE09713.mp4,14573.mp3,14565.mp3,14404.mp3
ACCEDE09707.mp4,14501.mp3,14513.mp3,14517.mp3
ACCEDE09698.mp4,14762.mp3,15023.mp3,15022.mp3
ACCEDE09667.mp4,14573.mp3,14565.mp3,14563.mp3
ACCEDE09673.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09459.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09465.mp4,14692.mp3,14492.mp3,14693.mp3
ACCEDE09303.mp4,14374.mp3,14380.mp3,14376.mp3
ACCEDE09317.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09471.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09316.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09470.mp4,14418.mp3,14419.mp3,14416.mp3
ACCEDE09464.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09302.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09458.mp4,14692.mp3,14693.mp3,15017.mp3
ACCEDE09672.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09666.mp4,14878.mp3,14880.mp3,14779.mp3
ACCEDE09699.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09706.mp4,14385.mp3,14608.mp3,14481.mp3
ACCEDE09712.mp4,14573.mp3,14565.mp3,14563.mp3
ACCEDE09262.mp4,14863.mp3,14858.mp3,14844.mp3
ACCEDE09504.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09510.mp4,15041.mp3,14380.mp3,14374.mp3
ACCEDE09276.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09538.mp4,14865.mp3,14864.mp3,14863.mp3
ACCEDE09289.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09248.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09506.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09260.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09274.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09512.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09738.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09704.mp4,14649.mp3,14687.mp3,14587.mp3
ACCEDE09710.mp4,14582.mp3,14583.mp3,14561.mp3
ACCEDE09658.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09670.mp4,14862.mp3,14861.mp3,14855.mp3
ACCEDE09664.mp4,14861.mp3,14862.mp3,14859.mp3
ACCEDE09499.mp4,14692.mp3,14693.mp3,15017.mp3
ACCEDE09328.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09472.mp4,14863.mp3,14858.mp3,14844.mp3
ACCEDE09314.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09300.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09466.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09301.mp4,14865.mp3,14853.mp3,14864.mp3
ACCEDE09467.mp4,14753.mp3,15017.mp3,15015.mp3
ACCEDE09473.mp4,14753.mp3,15017.mp3,15015.mp3
ACCEDE09315.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09329.mp4,14858.mp3,14844.mp3,14863.mp3
ACCEDE09498.mp4,15041.mp3,15042.mp3,15043.mp3
ACCEDE09665.mp4,15040.mp3,14748.mp3,14747.mp3
ACCEDE09671.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09659.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09711.mp4,14947.mp3,14948.mp3,14949.mp3
ACCEDE09705.mp4,14501.mp3,14513.mp3,14500.mp3
ACCEDE09739.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09275.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09513.mp4,14446.mp3,14447.mp3,14433.mp3
ACCEDE09507.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09261.mp4,14573.mp3,14565.mp3,14563.mp3
ACCEDE09249.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09265.mp4,14404.mp3,14573.mp3,14565.mp3
ACCEDE09503.mp4,15041.mp3,15042.mp3,14380.mp3
ACCEDE09517.mp4,15041.mp3,14380.mp3,14374.mp3
ACCEDE09271.mp4,14440.mp3,14755.mp3,14453.mp3
ACCEDE09259.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09701.mp4,14762.mp3,15023.mp3,15022.mp3
ACCEDE09715.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09729.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09675.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09661.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09649.mp4,14861.mp3,14862.mp3,14501.mp3
ACCEDE09488.mp4,14692.mp3,14492.mp3,15044.mp3
ACCEDE09311.mp4,14862.mp3,14861.mp3,14859.mp3
ACCEDE09477.mp4,14451.mp3,14443.mp3,14440.mp3
ACCEDE09463.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09305.mp4,15041.mp3,15042.mp3,14380.mp3
ACCEDE09339.mp4,14385.mp3,14608.mp3,14481.mp3
ACCEDE09338.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09462.mp4,14608.mp3,14481.mp3,14609.mp3
ACCEDE09304.mp4,14380.mp3,14374.mp3,14376.mp3
